qid,query,docno,text,score,rank
1110678,what is the un fao,7822744_0,"The UN-REDD Programme is a collaborative programme of the United Nations Food and Agriculture Organization (FAO), the United Nations Development Programme (UNDP) and the United Nations Environment Programme (UNEP), and harnesses the technical expertise of these UN agencies.",-0.9202238917350769,5
1110678,what is the un fao,2713711_0,Joint FAO/WHO Expert Committee on Food Additives (JECFA) WHO/K.Petersen JECFA is an international scientific expert committee administered jointly by the Food and Agriculture Organization of the United Nations (FAO) and WHO.,-0.9207563400268555,6
1110678,what is the un fao,7896538_4,"FAO Schwarz, founded in 1862, was known for its New York toy store that was a magnet for tourists who would play a tune on the store's floor piano or gawk at its large stuffed animals.",-2.248234987258911,7
1110678,what is the un fao,4007919_0,"FAO is not responsible, and does not accept any liability, for the testing of pesticides for. compliance with the specifications, nor for any methods recommended and/or used for. testing compliance.",-2.743086576461792,8
1110678,what is the un fao,6632692_1,The most widely used data on food supply and consumption is published by the UN Food and Agriculture Organization (FAO).,-3.104825496673584,9
1110678,what is the un fao,7896534_0,FAO Schwarz brand name sold by Toys R Us.,-3.376122236251831,10
1110678,what is the un fao,2714688_0,"The International Food Safety Authorities Network (INFOSAN) was developed by WHO and the UN Food and Agriculture Organization (FAO) to rapidly share information during food safety emergencies; promoting safe food handling through systematic disease prevention and awareness programmes, through the WHO Five Keys to Safer Food message and training materials; and",-3.450355291366577,11
1110678,what is the un fao,8055252_3,"The UN food and agriculture organisation (FAO) has estimated that 70 percent of the fish population is fully used, overused or in crisis.",-3.5567100048065186,12
1110678,what is the un fao,6852025_2,"The UN Secretary-General is the chairman of the Task Force, assisted in this function by the FAO Director-General as Vice-Chair.",-3.6879401206970215,13
1110678,what is the un fao,7896540_1,"FAO Schwarz is closing its doors on Wednesday, ending a 145-year run as a high-end New York toy retailer that was as much of a must on any tourist’s itinerary as Tiffany & Co or Bergdorf Goodman.",-4.018997669219971,14
1110678,what is the un fao,7896541_0,The FAO Schwarz brand is currently the property of the descendants of the founder through the FAO Schwarz Family Foundation but is now exclusively operated by ThreeSixty Group.,-4.872340202331543,15
1110678,what is the un fao,1327784_0,"The resolution invites governments, UN agencies, funds and programmes, and other stakeholders to implement the Rome Declaration on Nutrition and the Framework for Action adopted at the Food and Agriculture Organization of the United Nations (FAO)/World Health Organization (WHO)-convened ICN2 held in November 2014.he resolution invites governments, UN agencies, funds and programmes, and other stakeholders to implement the Rome Declaration on Nutrition and the Framework for Action adopted at the Food and Agriculture Organization of the United Nations (FAO)/World Health Organization (WHO)-convened ICN2 held in November 2014.",-5.0740742683410645,16
1110678,what is the un fao,5719602_1,"Cows, pigs, sheep and poultry have been awarded the dubious honour of being among the world’s greatest environmental threats, according to the UN Food and Agriculture Organization (FAO).",-5.078006267547607,17
1110678,what is the un fao,7822741_3,"The collaborating UN agencies of the UN-REDD Programme – FAO, UNEP and UNDP – are committed to making information about the Programme and its operations available to the public in the interest of transparency.",-5.146582126617432,18
1110678,what is the un fao,6936478_1,"Two of the most widely accepted definitions are those of FAO and the United Nations Convention to Combat Desertification (UNCCD, 2000).",-5.22926139831543,19
1110678,what is the un fao,8092357_0,"Agricultural Organization (FAO) ascribes the increase in hunger to the surge in food prices, the. global economic slowdown, insufficient investment in agriculture and biofuel production which. has diverted crops from food to fuel production (FAO 2009a, 2009b).",-5.461355686187744,20
1110678,what is the un fao,6936475_3,Two of the most widely accepted definitions are those. of FAO and the United Nations Convention to Combat.,-5.493081092834473,21
1110678,what is the un fao,7139329_0,"The FAO GeoNetwork allows to easily share spatial data among different FAO Units, other UN Agencies, NGO's and other institutions.",-5.865890979766846,22
1110678,what is the un fao,5719597_1,"Livestock facts and figures (Source: UN Food and Agriculture Organization) Cows, pigs, sheep and poultry have been awarded the dubious honour of being among the world’s greatest environmental threats, according to the UN Food and Agriculture Organization (FAO).",-5.982365608215332,23
1110678,what is the un fao,7896539_1,"FAO Schwarz, which closed its iconic New York City toy store in July 2015, has been sold off by parent company Toys 'R' Us after it owned the brand for a little over seven years.",-6.1698527336120605,24
1110678,what is the un fao,7671274_0,"The Food Price Index, published by the UN's Food and Agriculture Organization (FAO), averaged 150.4 points in January, down 16 percent from a year earlier and registering its lowest level since April 2009.",-6.190539836883545,25
1110678,what is the un fao,8378139_1,"LONDON – The Food and Agriculture Organization (FAO) estimates the direct cost to producers of food that goes to waste is currently $750 billion annually, a figure that excludes wasted fish and seafood.",-6.391012668609619,26
1110678,what is the un fao,1590930_1,"FAO, in collaboration with experts from the FAO/Fertilizer Organizations.",-6.418174743652344,27
1110678,what is the un fao,2126363_0,"According to the UN Food and Agriculture Organization (FAO), soy was Brazil’s main agricultural crop by harvested area in 2004, with more than 21 million ha under cultivation.",-6.490132808685303,28
1110678,what is the un fao,7896540_0,"Remembering FAO Schwarz, the iconic toy store.",-6.552015781402588,29
1110678,what is the un fao,6936478_2,FAO has defined drylands as those areas with a length of growing period,-6.698558330535889,30
1110678,what is the un fao,1555304_1,"Meet the new ES of the FAO part of the Rotterdam Convention, William Murray, and discover his expectations for the upcoming Chemicals Review Committee (CRC) meeting in Rome.A: Good morning, Bill, and my congratulations to you as the new Executive Secretary for the part of the Rotterdam Convention within the Food and Agriculture Organization of the United Nations (FAO) in Rome.",-6.93166446685791,31
1110678,what is the un fao,4517438_4,"Programme Development Support Division, FAO.",-7.017594337463379,32
1110678,what is the un fao,6886850_0,This is a faithful summary of the leading report produced in 2013 by the Food & Agriculture Organization (FAO): Food wastage footprint – Impact on natural resources.,-7.090521812438965,33
1110678,what is the un fao,7139329_2,"FAO and WFP, UNEP and more recently OCHA, have combined their research and mapping expertise to develop GeoNetwork opensource as a common strategy to effectively share their spatial databases including digital maps, satellite images and related statistics.",-7.151983737945557,34
1110678,what is the un fao,6936475_5,FAO has defined.,-7.261324405670166,35
1110678,what is the un fao,3195542_0,"D. Bap Reddy – Deputy Regional Representative (diplomatic status level position) of Asia and Pacific for the Food and Agriculture Organization of the United Nations, 1978-1982; FAO Representative in Indonesia, 1982-1986; FAO Representative in Nepal, 1987.",-7.474034786224365,36
1110678,what is the un fao,7896538_3,"NEW YORK — Toys R Us has sold its FAO Schwarz brand to ThreeSixty Group, a company that designs and sells toys, home goods and other products.",-7.61688232421875,37
1110678,what is the un fao,4517438_2,The resources are the results of research and field work by policy. experts at FAO.,-7.655977725982666,38
1110678,what is the un fao,2096160_0,FAO would like to thank the following donors for their generous support to its activities in.,-7.74422025680542,39
1110678,what is the un fao,6886850_1,1 Source document:FAO (2013) Summary & Details: GreenFacts.,-7.837071418762207,40
1110678,what is the un fao,8155909_0,"S tudy of UN Practices for Waste Management in field offices, in collaboration with UN Environment Next steps FAO has produced a Strategy for the time period 2017-2020 to further reduce its environmental footprint by committing to:",-8.01303482055664,41
1110678,what is the un fao,8678364_0,Agroecology offers FAO a 'new window' on agriculture.,-8.183860778808594,42
1110678,what is the un fao,6087414_0,"FAO is seeking USD 6 million to enhance the resilience of 125,000 extremely vulnerable farming and pastoralist families (750,000 people) who are affected by the drought, says a statement the FAO extended to Sudan Tribune on Tuesday.",-8.195840835571289,43
1110678,what is the un fao,4517438_3,"The site is maintained by FAO’s Policy Assistance Support Service, Policy and.",-8.36711597442627,44
1110678,what is the un fao,4007919_1,"As a result, FAO does not in any way warrant or represent that any.",-8.438340187072754,45
1110678,what is the un fao,7896534_1,"Seven years after it bought the historic FAO Schwarz toy company, and 15 months after shutting the landmark FAO Schwarz store in New York City, Toys R Us has sold the brand name to a California company.",-8.758585929870605,46
1110678,what is the un fao,7139336_1,"1 The FAO GeoNetwork provides Internet access to interactive maps, satellite imagery and related spatial databases maintained by FAO and its partners.",-8.796093940734863,47
1110678,what is the un fao,7139329_1,The FAO GeoNetwork site is powered by GeoNetwork opensource.,-8.856175422668457,48
1110678,what is the un fao,4562240_0,"The data on water consumption in the world is provided by the United Nations (UN, UNESCO, and FAO, see list of publications below).",-8.891103744506836,49
1110678,what is the un fao,8378139_0,Food Waste Worsens Greenhouse Gas Emissions: FAO.,-8.895203590393066,50
1110678,what is the un fao,3409858_0,"The data on water consumption in the world is provided by the United Nations (UN, UNESCO, and FAO, see list of publications below).",-8.97155475616455,51
1110678,what is the un fao,7896538_1,"Pedestrians walk by a window display at FAO Schwarz on May 28, 2009 in New York City.",-8.97826862335205,52
1110678,what is the un fao,7896538_2,"Pedestrians walk by a window display at FAO Schwarz on May 28, 2009 in New York City.",-8.97826862335205,53
1110678,what is the un fao,4562233_0,"The data on water consumption in the world is provided by the United Nations (UN, UNESCO, and FAO, see list of publications below).",-8.995996475219727,54
1110678,what is the un fao,8678364_1,"Long-neglected by mainstream development actors, agroecology is gaining momentum as a farming and landscape approach – as a recent Food and Agriculture Organisation (FAO) symposium demonstrates.",-9.2183256149292,55
1110678,what is the un fao,6632692_2,This data is annually available and is updated by the FAO but it only goes back until 1961.,-9.352344512939453,56
1110678,what is the un fao,7896538_0,Toys R Us Sells FAO Schwarz Brand.,-9.3613920211792,57
1110678,what is the un fao,8423569_1,In fact Apple will move into the space FAO Schwarz vacates while its own premises undergo a major facelift.,-9.612648010253906,58
1110678,what is the un fao,4297749_0,"In that context, Turkey has been providing voluntary contributions to multilateral organizations, such as the OECD, UNDP, UNIDO and FAO.",-9.625844955444336,59
1110678,what is the un fao,8315653_1,"As outlined by the FAO, the most common fortified foods are:",-9.979239463806152,60
1110678,what is the un fao,1555304_0,Interview with the new Rotterdam Executive Secretary (FAO).,-10.06222152709961,61
1110678,what is the un fao,8198585_1,"The same company that recently purchased FAO Schwarz Gadget seller Sharper Image has been sold by Iconix Brand Group to the same group that owns FAO Schwarz, ThreeSixty.",-10.074774742126465,62
1110678,what is the un fao,7143067_0,"Copyright GRUPO FERLO 2008 | Disclaimer | Data Protection | Polígono Industrial El Florio. un-2 The Centre has official working and cooperation relationships with UNESCO, UNDP and FAO in the context of a biodiversity project launched in Ferlo, in northern Senegal, over an area of 50,000 hectares.",-10.132906913757324,63
1110678,what is the un fao,4517440_2,Implement Policies. ©FAO 2009.,-10.167051315307617,64
1110678,what is the un fao,7449481_1,"As outlined by the FAO, the most common fortified foods are: 1 Cereals and cereal based products.",-10.277252197265625,65
1110678,what is the un fao,7896539_0,Exclusive: Toys ‘R’ Us Is Selling Off Iconic FAO Schwarz Brand.,-10.294526100158691,66
1110678,what is the un fao,8678364_2,Delegates at the international symposium on agroecology (Photo: John Choptiany/FAO),-10.312164306640625,67
1110678,what is the un fao,1407079_2,"As outlined by the FAO, the most common fortified foods are: 1 Cereals and cereal based products.",-10.544133186340332,68
1110678,what is the un fao,8423569_0,"Apple's Fifth Avenue store in Manhattan (Alamy) One of the clues to FAO Schwarz’s demise is right on its doorstep, Apple’s flagship store.",-10.548808097839355,69
1110678,what is the un fao,4517438_0,The EASYPol home page is available at: www.fao.org/easypol.,-10.663139343261719,70
1110678,what is the un fao,1407079_0,Food fortification was identified as the second strategy of four by the WHO and FAO to begin decreasing the incidence of nutrient deficiencies at the global level.,-10.769320487976074,71
1110678,what is the un fao,8315653_0,Food fortification was identified as the second strategy of four by the WHO and FAO to begin decreasing the incidence of nutrient deficiencies at the global level.,-10.769320487976074,72
1110678,what is the un fao,1407079_1,"As outlined by the FAO, the most common fortified foods are: 1 Cereals and cereal based products.ood fortification was identified as the second strategy of four by the WHO and FAO to begin decreasing the incidence of nutrient deficiencies at the global level.",-10.93175220489502,73
1110678,what is the un fao,466622_0,"Probiotics in food Health and nutritional properties and guidelines for evaluation FAO FOOD AND NUTRITION PAPER This paper includes joint FAO and WHO work to evaluate the latest information and scientific evidence available on the functional and safety aspects of food probiotics, as well as the",-11.211819648742676,74
1110678,what is the un fao,8423569_2,It is a sign of the times.,-11.239887237548828,75
1110678,what is the un fao,7449481_0,Food fortification was identified as the second strategy of four by the WHO and FAO to begin decreasing the incidence of nutrient deficiencies at the global level.,-11.324307441711426,76
1110678,what is the un fao,8198585_0,"Gadget seller Sharper Image has been sold by Iconix Brand Group to the same group that owns FAO Schwarz, ThreeSixty.",-11.434859275817871,77
1110678,what is the un fao,7822741_1,"1 The UN-REDD Programme adheres to the belief that information is fundamental to the effective participation of all stakeholders, including the public, in the advancement of REDD+ efforts around the world.",-11.590521812438965,78
1110678,what is the un fao,6852025_0,"Secretary-General's remarks to theGroup of Eight Food Security SessionL'Aquila, Italy, 10 July 2009.",-11.766129493713379,79
1110678,what is the un fao,4517440_5,Resources for policy making.,-11.872426986694336,80
1110678,what is the un fao,7139336_2,It's purpose is to improve access to and integrated use of spatial data and information.,-11.932839393615723,81
1110678,what is the un fao,4517440_3,By. for the.,-11.948936462402344,82
1110678,what is the un fao,5719597_0,By Catherine Brahic.,-11.96428108215332,83
1110678,what is the un fao,8055252_2,Two-thirds of the world's fish stocks are either fished at their limit or over fished.,-12.000011444091797,84
1110678,what is the un fao,3647274_0,"Source: Boundaries-Ministry of Health 2001, modified by UN.",-12.005903244018555,85
1110678,what is the un fao,6632692_0,"Daily food supplies for countries around the world, 1934/38 – 2002 – Goklany (1999)5.",-12.120057106018066,86
1110678,what is the un fao,8055252_0,Decreasing fish stocks.,-12.128535270690918,87
1110678,what is the un fao,6936475_4,"Desertification (UNCCD, 2000).",-12.145829200744629,88
1110678,what is the un fao,4517440_1,How Governments Should Design &.,-12.289711952209473,89
1110678,what is the un fao,7822741_0,United Nations REDD Programme - Transparency.,-12.320145606994629,90
1110678,what is the un fao,1555304_2,"WM: Good morning, Charlie, and thank you for giving me the opportunity to introduce myself.",-12.333041191101074,91
1110678,what is the un fao,1590930_2,"Working Group dealing with fertilizer production, consumption and trade,",-12.46796703338623,92
1110678,what is the un fao,4517438_1,"EASYPol is a multilingual repository of freely downloadable resources for policy making in agriculture, rural development and food security.",-12.477073669433594,93
1110678,what is the un fao,6936475_0,"Drylands, people. and land use.",-12.47939682006836,94
1110678,what is the un fao,1590930_0,"This report presents the world nitrogen, phosphate and potassium fertilizer. medium-term supply and demand projections for the period 2014-2018.",-12.492642402648926,95
1110678,what is the un fao,6936475_1,CHARACTERISTICS OF DRYLANDS.,-12.551115036010742,96
1110678,what is the un fao,8055252_1,Increased human demand for fish and subsidies for fishing fleets have resulted in too many boats chasing too few fish.,-12.584619522094727,97
1110678,what is the un fao,3409858_2,"In industrialized nations, however, industries consume more than half of the water available for human use.",-12.589149475097656,98
1110678,what is the un fao,3647274_1,"RC's Office 2004; Place names-Ministry of Home Affairs (GAD) and Ministry of Agriculture & Irrigation (SLRD) translated by MIMU; Population-Govt of Myanmar, adjusted by FAO and CIESEN 2000; Elevation-SRTM 90 meter resolution from NASA/USGS.",-12.645069122314453,99
1110678,what is the un fao,7822741_2,Information sharing promotes transparency and accountability and enables public participation in REDD+ activities.,-12.653992652893066,100
1110678,what is the un fao,3409858_1,"Worldwide, agriculture accounts for 70% of all water consumption, compared to 20% for industry and 10% for domestic use.",-12.694046974182129,101
1110678,what is the un fao,2126363_1,"Another crop of concern is cocoa, which has been blamed for widespread deforestation in Brazil.",-12.713994026184082,102
1110678,what is the un fao,5719602_0,"Cows, pigs and sheep: Environment’s greatest threats?",-12.72754955291748,103
1110678,what is the un fao,7139336_0,GeoNetwork.,-12.765582084655762,104
1110678,what is the un fao,4517440_0,Basics in Policy Analysis.,-12.772202491760254,105
1110678,what is the un fao,8055252_4,"Plummeting numbers of fish have led some fisheries organisations, and some countries, to see whales as competitors for dwindling fish stocks.",-12.817687034606934,106
1110678,what is the un fao,4562233_1,"Worldwide, agriculture accounts for 70% of all water consumption, compared to 20% for industry and 10% for domestic use.",-12.86359691619873,107
1110678,what is the un fao,6936475_2,There is no single agreed definition of the term drylands.,-12.906124114990234,108
1110678,what is the un fao,6852025_1,The HLTF was established by the United Nations Secretary-General Ban Ki-moon in 2008.,-12.940174102783203,109
1110678,what is the un fao,7896534_2,Wayne-based Toys R Us did not disclose the sale price.,-13.335021018981934,110
1110678,what is the un fao,6936478_0,"Drylands, people and land use CHARACTERISTICS OF DRYLANDS There is no single agreed definition of the term drylands.",-13.357425689697266,111
1110678,what is the un fao,4297749_1,"The total contributions made by Turkey to international organizations in 2008 alone amounted to 44.62 million USD, the largest portion of which went to various UN agencies and funds.",-13.398393630981445,112
1110678,what is the un fao,2096160_1,"Mozambique: Belgium, Canada, Denmark, European Union, France, Italy, Japan, Netherlands, South Africa, Sweeden, UN CERF, United Kingdom, and those not. mentioned by name.",-13.649726867675781,113
1113256,what is reba mcentire s net worth,7561120_2,"Reba McEntire is a country music star and actress, originally from Oklahoma, with an estimated net worth of $65 million dollars.",-0.0013272295473143458,0
1113256,what is reba mcentire s net worth,8130535_1,It has been estimated that the total amount of Reba McEntire net worth currently is as much as 65 million dollars.,-0.0014687713701277971,1
1113256,what is reba mcentire s net worth,7561120_1,Reba Mcentire Net Worth is $65 Million.,-0.0015061474405229092,2
1113256,what is reba mcentire s net worth,7561115_3,"In 2018, Reba McEntire’s net worth was estimated to be $95 Million.",-0.0016011287225410342,3
1113256,what is reba mcentire s net worth,8130530_0,About Reba McEntire Reba McEntire is a popular American singer with an estimated net worth of $95 million.,-0.0016077938489615917,4
1113256,what is reba mcentire s net worth,7561113_1,Reba McEntire is a popular American singer with an estimated net worth of $95 million.,-0.0019507441902533174,5
1113256,what is reba mcentire s net worth,7561111_0,Reba McEntire is a popular American singer with an estimated net worth of $95 million.,-0.002004520269110799,6
1113256,what is reba mcentire s net worth,7561114_0,Reba McEntire Net Worth is $95 Million Reba McEntire Biography.,-0.002015227684751153,7
1113256,what is reba mcentire s net worth,7561116_1,25 oct 2014 reba mcentire net worth the legendary how blue country singer is widely regarded as one of the best selling artists of all time; With about 80 6 jun 2014 i came across this website called celebrity net worth and they i doubt jackie and marlon are so much worse with money compared to 6 jul 2017.,-0.05716848745942116,8
1113256,what is reba mcentire s net worth,7561115_2,"Fortunately for you, we’ve got the details on Reba McEntire’s net worth for 2018.",-0.07986105233430862,9
1113256,what is reba mcentire s net worth,8130528_0,The sales of these singles have also added up a lot to the total amount of Reba McEntire net worth.,-0.30471521615982056,10
1113256,what is reba mcentire s net worth,7561117_1,"Stay with us, here is the detail: Reba McEntire’s Net Worth and Annual Income.",-0.363333135843277,11
1113256,what is reba mcentire s net worth,8130535_4,"Thus, her involvement into show business has been the main one when it comes to increasing the overall amount of Reba McEntire net worth.",-0.38346928358078003,12
1113256,what is reba mcentire s net worth,7561116_0,How much is reba mcentire worth.,-2.0211069583892822,13
1113256,what is reba mcentire s net worth,7561115_0,Wondering how much Reba McEntire is worth?,-2.3438596725463867,14
1113256,what is reba mcentire s net worth,6915168_2,"Reba McEntire is a chart-topping, award-winning country music singer who has acted in films and starred on her own sitcom.",-3.0890755653381348,15
1113256,what is reba mcentire s net worth,5365819_5,Reba McEntire Weight.,-3.343135118484497,16
1113256,what is reba mcentire s net worth,5365817_2,"Reba Nell McEntire is an American country music singer, songwriter and actress.",-3.7996153831481934,17
1113256,what is reba mcentire s net worth,7561120_0,Reba Mcentire.,-4.86175012588501,18
1113256,what is reba mcentire s net worth,5365817_1,Reba McEntire.,-5.14075231552124,19
1113256,what is reba mcentire s net worth,4566036_0,Reba McEntire.,-5.23989200592041,20
1113256,what is reba mcentire s net worth,5365819_1,1 Reba McEntire.,-5.439169883728027,21
1113256,what is reba mcentire s net worth,8130535_0,About Reba Mcentire .,-5.596212863922119,22
1113256,what is reba mcentire s net worth,7561117_4,"Reba McEntire, Source: Billboard",-5.843805313110352,23
1113256,what is reba mcentire s net worth,5365819_6,Reba McEntire 1 Measurements.,-5.902593612670898,24
1113256,what is reba mcentire s net worth,7561113_0,About Reba McEntire.,-5.983736991882324,25
1113256,what is reba mcentire s net worth,7561115_1,Or maybe you’re curious about Reba McEntire’s salary this year?,-5.989084243774414,26
1113256,what is reba mcentire s net worth,3976060_2,"Reba ran for six seasons, and earned McEntire a Golden Globe nomination.",-6.010183334350586,27
1113256,what is reba mcentire s net worth,6915168_0,"American country singer, actress and entrepreneur Reba McEntire has made her mark in American entertainment history.",-6.2028303146362305,28
1113256,what is reba mcentire s net worth,7561115_4,Who Is Reba McEntire?,-6.346839904785156,29
1113256,what is reba mcentire s net worth,8130531_0,Reba McEntire reveals she and her husband manager divorced...,-6.3747029304504395,30
1113256,what is reba mcentire s net worth,8130535_2,Reba McEntire has been a very popular name in music industry where she is a country music singer and song writer.,-6.390132904052734,31
1113256,what is reba mcentire s net worth,2713314_0,"Reba McEntire and her husband of 26 years, Narvel Blackstock, are calling it quits.",-6.3917107582092285,32
1113256,what is reba mcentire s net worth,5365819_2,2 Reba McEntire Age.,-6.403268814086914,33
1113256,what is reba mcentire s net worth,8130532_1,Reba McEntire reveals she and her husband manager divorced...,-6.661106109619141,34
1113256,what is reba mcentire s net worth,7561120_4,Reba Nell McEntire (born Mar...,-6.6840128898620605,35
1113256,what is reba mcentire s net worth,2321037_0,"Picture: Reba McEntire perfroms live at Chumash Resort Santa Barbara, California - 05.07.08.",-7.030263900756836,36
1113256,what is reba mcentire s net worth,7561117_2,"The queen of the music industry, Reba McEntire is one of the most loved music-star who has a massive fan following in the country.",-7.249269008636475,37
1113256,what is reba mcentire s net worth,2713310_0,"Reba Nell McEntire was born March 28, 1955, in McAlester, OK, the second daughter and third of four children of Clark Vincent McEntire, a professional steer roper, and Jacqueline (Smith) McEntire, a former school teacher.",-7.3612446784973145,38
1113256,what is reba mcentire s net worth,2321036_0,"Reba McEntire was born in Chockie,Oklahoma to Jacqueline and Clark McEntire.",-7.412710189819336,39
1113256,what is reba mcentire s net worth,3828437_0,"Reba Nell McEntire was born March 28, 1955, in McAlester, Oklahoma, to Jacqueline (nee Née; smith Born november, 7) 1926 And Clark McEntire (Mcentire november, 30 – 1927 october, 23).",-7.48068380355835,40
1113256,what is reba mcentire s net worth,8130531_2,Country legend Reba McEntire gushes over...,-7.577577114105225,41
1113256,what is reba mcentire s net worth,8130531_4,Shock split: Reba McEntire and husband announce separation...,-7.635491847991943,42
1113256,what is reba mcentire s net worth,5365817_4,We have the complete list of Reba McEntire measurements here.,-7.6912736892700195,43
1113256,what is reba mcentire s net worth,8130532_2,2 Shock split: Reba McEntire and husband announce separation...,-7.693897247314453,44
1113256,what is reba mcentire s net worth,1407864_0,Narvel Blackstock and Reba McEntire announced Monday that they will divorce.,-7.723935604095459,45
1113256,what is reba mcentire s net worth,7561120_3,Reba McEntire began performing on the rodeo circuit and was discovered by Red Ste.,-7.781246185302734,46
1113256,what is reba mcentire s net worth,5382844_1,Continue reading: Reba McEntire's Inspiring Words to Melissa Peterman.,-7.802536487579346,47
1113256,what is reba mcentire s net worth,5365819_3,3 Reba McEntire Height in cm.,-7.83178186416626,48
1113256,what is reba mcentire s net worth,7843132_0,"Reba McEntire fans, its time to get ready.",-8.118612289428711,49
1113256,what is reba mcentire s net worth,7561114_1,"Reba Nell McEntire was born on 28th March 1955, in McAlester, Oklahoma USA.",-8.122702598571777,50
1113256,what is reba mcentire s net worth,8130530_1,"She was born Reba Nell McEntire on March 28, 1955 in McAlester, Oklahoma.",-8.14810848236084,51
1113256,what is reba mcentire s net worth,3539365_2,"Reba McEntire has been wowing us for decades with her smooth southern twang, powerhouse performances, and of course that legendary red hair.",-8.229716300964355,52
1113256,what is reba mcentire s net worth,8130535_3,"In addition to her involvement into music, Reba McEntire is also known into cinema world, where she is an actress.",-8.277098655700684,53
1113256,what is reba mcentire s net worth,2713314_1,WATCH: Reba McEntire Defends Daughter-in-Law Kelly Clarkson.,-8.292686462402344,54
1113256,what is reba mcentire s net worth,1407869_0,Reba McEntire and Husband Narvel Blackstock Announce Separation After 26 Years of Marriage.,-8.449259757995605,55
1113256,what is reba mcentire s net worth,7843129_1,Reba McEntire has repeatedly dished out Country/Folk pieces for more than 28 years.,-8.474535942077637,56
1113256,what is reba mcentire s net worth,2321039_0,1 Reba McEntire is one of these singers.,-8.54880142211914,57
1113256,what is reba mcentire s net worth,2321039_2,Videos of Reba McEntire Duets Reba McEntire is one of the most respected artists in country music.,-8.56033992767334,58
1113256,what is reba mcentire s net worth,2321037_1,Country queen Reba McEntire has stunned her legions of devout Christian fans by revealing she believes in reincarnation.,-8.597366333007812,59
1113256,what is reba mcentire s net worth,7843128_0,"Produced By: Reba McEntire, Tony Brown.",-8.707886695861816,60
1113256,what is reba mcentire s net worth,1407864_1,"(CNN)Country singer Reba McEntire and her husband, Narvel Blackstock, announced Monday that they would split after 26 years of marriage.",-8.725337028503418,61
1113256,what is reba mcentire s net worth,7843129_0,1987 was when Reba McEntire charmed audiences with top album Reba McEntire's Greatest Hits.,-8.81065559387207,62
1113256,what is reba mcentire s net worth,7843131_0,Reba McEntire began her career in 1976 with her first national release on Mercury Records.,-8.98859977722168,63
1113256,what is reba mcentire s net worth,7561114_3,"What is more, Reba has been engaged in acting and is a nominee for the Golden Globe Award.",-9.077313423156738,64
1113256,what is reba mcentire s net worth,8130531_3,Reba McEntire forgets heartbreak split with husband to sing...,-9.107715606689453,65
1113256,what is reba mcentire s net worth,7561113_2,"She was born Reba Nell McEntire on March 28, 1955 in McAlester, Oklahoma.",-9.250493049621582,66
1113256,what is reba mcentire s net worth,3539365_1,"When I saw this video of Reba McEntire singing, I remembered why I fell in love with her in the first place.",-9.267720222473145,67
1113256,what is reba mcentire s net worth,7843129_2,Reba McEntire's Greatest Hits released in 1987 and Reba McEntire's Greatest Hits released in 1987 are Reba McEntire's more popular albums.eba McEntire has repeatedly dished out Country/Folk pieces for more than 28 years.,-9.303665161132812,68
1113256,what is reba mcentire s net worth,2757314_1,Country music star Reba McEntire is the latest celebrity to play Colonel Sanders in a Kentucky Fried Chicken commercial.,-9.41353702545166,69
1113256,what is reba mcentire s net worth,2757314_0,Country music star Reba McEntire is the latest celebrity to play Colonel Sanders in a Kentucky Fried Chicken commercial.,-9.427656173706055,70
1113256,what is reba mcentire s net worth,5396746_1,"The song was released as a single on May 15, 2007, as the lead single for McEntire's album, Reba: Duets.",-9.447775840759277,71
1113256,what is reba mcentire s net worth,7843132_1,During fall of 2014 to winter of 2015 Reba McEntire will be on tour.,-9.487662315368652,72
1113256,what is reba mcentire s net worth,2550320_2,(Tim DuBois - Vince Gill) Vince Gill & Reba McEntire.,-9.529718399047852,73
1113256,what is reba mcentire s net worth,5295502_3,"Reba McEntire is reuniting with her best friend and former Reba costar, Melissa Peterman, for the season finale of Baby Daddy.",-9.59190559387207,74
1113256,what is reba mcentire s net worth,7561111_1,"She was born Reba Nell McEntire on March 28, 1955 in McAlest Share On Facebook",-9.627708435058594,75
1113256,what is reba mcentire s net worth,2550320_1,Reba McEntire Lyrics Vince Gill.,-9.645295143127441,76
1113256,what is reba mcentire s net worth,5153406_0,Reba McEntire-Fancy (TV-14; 1:57) In 1991 Reba McEntire released her cover of the Bobby Gentry song Fancy..,-9.650677680969238,77
1113256,what is reba mcentire s net worth,5365819_8,Reba McEntire Body Fat Percentage.,-9.651077270507812,78
1113256,what is reba mcentire s net worth,7250126_1,"The song was released as a single on May 15, 2007, as the lead single for McEntire's album, Reba: Duets.",-9.673440933227539,79
1113256,what is reba mcentire s net worth,5365817_0,Reba McEntire Height Weight Body Measurements.,-9.69455337524414,80
1113256,what is reba mcentire s net worth,3976060_4,McEntire’s upcoming television project is yet to receive a title or premiere date.,-9.712681770324707,81
1113256,what is reba mcentire s net worth,1407869_1,UPDATE: Reba McEntire updated fans about her relationship status this past week.,-9.742955207824707,82
1113256,what is reba mcentire s net worth,5365819_0,Reba McEntire Height Weight Body Measurements.,-9.764386177062988,83
1113256,what is reba mcentire s net worth,3828444_1,"The sixth season of Reba proved to be the last, as the show signed off the air on February 18, 2007.",-9.773237228393555,84
1113256,what is reba mcentire s net worth,1407864_3,Blackstock is McEntire's manager.,-9.913288116455078,85
