qid,docno,text,rank
42255,o_8746188,"In Nebraska, as the number of dental hygienists is growing, the salaries earned by dental hygienists are increasing. Dental hygienists earned a yearly mean salary of $58,410 in 2006. They earned a yearly mean salary of $64,440 in 2010.",2
47210,o_2546005,"In 2015, the average cost of a wedding dress alteration is between $184 - $255.",0
47210,o_2545998,"$219. In 2015, the average cost of a wedding dress alteration is between $184 - $255. 1 The complexity of the dress details and degree of difficulty will ultimately determine the cost of your alteration. 2 As a rule of thumb, all alterations should be completed at least six to eight weeks before the wedding.",1
47210,o_2546001,"In 2015, the average cost of a wedding dress alteration is between $184 - $255. 1 The complexity of the dress details and degree of difficulty will ultimately determine the cost of your alteration.",2
555530,o_7475084,"A List of the Best Cholesterol Lowering Foods to Lower Your Cholesterol Naturally. There are a number of foods that you can eat to get rid of your cholesterol, and these foods are great at helping to absorb all the cholesterol floating around your body. The foods that will help you in your quest, how to lower cholesterol naturally, are:",0
555530,o_1897716,List of foods that lower cholesterol. Below is a list of foods that lower cholesterol. You can use this list of cholesterol reducing foods as a guide when eating and should consider having a majority of these foods that lower cholesterol in your home.he net result is lower cholesterol level. I believe that extra virgin olive oil and vegetables are probably the best natural foods that lower cholesterol. It is recommended that you eat high fiber food items like green leafy vegetables and green salads.,1
555530,o_6485976,"#1 Food to Lower Cholesterol. The best food for cholesterol is oats. With over 50 years of research, oats are the most trusted way to lower cholesterol naturally. But eating oatmeal everyday, throughout the day, can be tough. Few can tolerate eating oats consistently enough to enjoy the full benefit of lowering cholesterol naturally.",2
583468,o_1675568,"Before taking carvedilol, tell your doctor and pharmacist if you have are allergic to carvedilol, any other medications, or any of the ingredients in carvedilol tablets and extended- release capsules. Ask your pharmacist for a list of the ingredients.",0
583468,o_2080313,"Communities>Heart Disease>Carvedilol Vs. Carvedilol Vs. I have recently been prescribed Amlodipine-Benaz 5/10 MG capsules for treatment of hypertension. However, my resting pulse rate has consistently been in the 90's and increasing into the 100's at time, so I have been prescribed Carvedilol to help control the heart rate. My question is, doesn't Carvedilol control hypertension as well...Why should I be taking carvedilol in addition to amliodipine? Thanks.",1
583468,o_8326078,"Carvedilol (Coreg®) for Dogs. Overview of Carvedilol for Canines. Carvedilol, commonly known as Coreg®, is a multiple-action cardiovascular agent that is further categorized as a nonselective beta-adrenoceptor antagonist and a vasodilator. At high dosages, carvedilol exerts calcium channel blocking activity. Because of carvedilol's afterload-reducing properties and the fact that it has fewer negative chronotropic and inotropic effects than other beta blockers, it is potentially a useful treatment for heart failure.",2
640502,o_6730887,"Low TSH Levels: What They Can Mean. Low TSH can indicate that there's an abundance of thyroid hormone being produced by the thyroid gland, so the pituitary gland sees no need to release TSH.",0
640502,o_6985038,"If TSH is high, it typically means that your thyroid function is too low (hypothyroid). If TSH is low, then it generally means the thyroid is overactive (hyperthyroid.) Your doctor may also check levels of other thyroid hormones in your blood.",1
640502,o_77134,TSH is the main hormone tested by your doctor to determine if your thyroid gland is functioning properly. Too much TSH means the pituitary gland is trying to get a sluggish thyroid gland to work better. Too little means there is enough thyroxin in your body so TSH remains low until more is needed.,2
67316,o_6680964,"1 A temperature above 103F (39.50C) during early weeks of pregnancy (usually the first trimester) may be responsible for a miscarriage, spinal cord or mental defects in the baby. Fever in early pregnancy may cause more harm than fever in late pregnancy.",0
67316,o_1974375,"A miscarriage is the loss of pregnancy from natural causes before the 20th week of pregnancy. Most miscarriages occur very early in the pregnancy, often before a woman even knows she is pregnant. There are many different causes for a miscarriage. In most cases, there is nothing you can do to prevent a miscarriage.",1
67316,o_450305,Miscarriage. A miscarriage in the early stages of pregnancy can cause low hCG levels in the body. A miscarriage happens in early pregnancy when the fertilised egg fails to develop as expected after attaching itself to the wall of the uterus.,2
673670,o_7257303,See words that rhyme with alms Thesaurus: All synonyms and antonyms for alms Spanish Central: Translation of alms Nglish: Translation of alms for Spanish speakers Britannica English: Translation of alms for Arabic speakers,0
673670,o_2240359,"The ALM Client is deployed once for each ALM version. When client download begins, the ALM Platform loader compares the ALM version on the server with the ALM version on the client machine, and only deploys the client if the versions are not the same.",1
673670,o_1398756,"NAS: that which is within as charity, and then KJV: give alms of such things as ye have; INT: [which] are within give alms and Behold. Luke 12:33 N-AFS GRK: καὶ δότε ἐλεημοσύνην ποιήσατε ἑαυτοῖς NAS: and give to charity; make KJV: and give alms; provide yourselves INT: and give alms make to yourselves. Acts 3:2 N-AFS",2
701453,o_4330679,statutory deed law legal definition a statutory deed generally is a deed whose format is defined by a state statute the following is an example of a state statute dealing with statutory deeds 93 8501 warranty deeds may be in the following formtatutory deed law legal definition a statutory deed generally is a deed whose format is defined by a state statute the following is an example of a state statute dealing with statutory deeds 93 850,0
701453,o_4355647,Statutory Deed Law & Legal Definition. A statutory deed generally is a deed whose format is defined by a state statute. The following is an example of a state statute dealing with statutory deeds: 93.850.(1) Warranty deeds may be in the following form:tatutory Deed Law & Legal Definition. A statutory deed generally is a deed whose format is defined by a state statute. The following is an example of a state statute dealing with statutory deeds: 93.850.,1
701453,o_4355649,"Statutory Warranty Deed. A statutory warranty deed is a type of warranty deed that is available in some states. It is called a statutory warranty deed because the form and duration of the deed are provided for in state statutes.hares & Saves. Save. A statutory warranty deed is a method for conveying real property. To convey property means to sell the property, or to transfer property from the grantor (seller) to the grantee (buyer).",2
730539,o_8577877,"The term chronometer was coined by Jeremy Thacker of Beverley, England in 1714, referring to his invention of a clock ensconced in a vacuum chamber. The term chronometer is also used to describe a marine chronometer used for celestial navigation and determination of longitude. The marine chronometer was invented by John Harrison in 1730. This was the first of a series of chronometers that enabled accurate marine navigation. From then on, an accurate chronometer was essential to deep sea marine or air navigation out of sight of land.",0
730539,o_8276218,"The term chronometer is also used to describe a marine chronometer used for celestial navigation and determination of longitude. The marine chronometer was invented by John Harrison in 1730. This was the first of a series of chronometers that enabled accurate marine navigation. From then on, an accurate chronometer was essential to deep sea marine or air navigation out of sight of land.",1
730539,o_2666444,"The chronometer is an instrument that accurately measures time. The first one invented was a marine chronometer, and it was created out of the necessity to have an accurate timekeeper for sea travel. John Harrison, a British clockmaker, invented this device in 1737.",2
768208,o_52155,"Mamey Sapote. Mamey Sapote (Pouteria sapota) (simply Mamey to beloved fans) is a meaty fruit with a brown skin, orange flesh, and large black pit. Mamey is believed to be an antiseptic, and is also eaten to help calm an upset stomach.",0
768208,o_52162,"Historical Examples. 1 The little girl, mamey, mamey, der is doi Rawngas avelin accai atch a pray. 2 mamey (as generally descriptive of her bearing), Mild Glo'ster. 3 The mammee, or mamey, is an odd fruit, growing on high trees. mamey calls to me—to—say—good-night—and say my prayers, she panted, and then dropped back.",1
768208,o_52159,"What is a Mamey Tree? Growing mamey fruit trees are indigenous to areas of the Caribbean, West Indies, Central America and Northern South America. Mamey tree planting for the purposes of cultivation does occur, but is rare. The tree is more commonly found in garden landscapes.",2
877809,o_35109,"In metal-on-metal devices both the ball and socket components are made of metal. These metal implants have been used in total hip replacement surgeries and hip resurfacing procedures. Because of metal's durability, metal-on-metal devices were expected to last longer than other hip implants.",0
877809,o_1550610,"A prosthetic made of metal and plastic are the most commonly used hip replacement implants. Both the ball and the socket of the hip joint are replaced with a metal implant, and a plastic spacer is placed in between. The most commonly used metals used include titanium and stainless steel.",1
877809,o_4888926,"Hip replacements are among the most common orthopedic procedures. When a hip replacement is performed, the arthritic, damaged hip joint is removed. The ball-and-socket hip joint is then replaced with an artificial implant. Hare are brief descriptions of some of the most commonly used hip replacement implants. Not all implants are options for all patients. A prosthetic made of metal and plastic are the most commonly used hip replacement implants. Both the ball and the socket of the hip joint are replaced with a metal implant, and a plastic spacer is placed in between. The most commonly used metals used include titanium and stainless steel.",2
911232,o_8816622,"What internal conflict occurs for both Jim and della in the gift of the magi? Neither of these financially-struggling newlyweds can afford a meaningful Christmas gift for the other, so each -- independently -- is faced with the need to sell off their mo…st prized possession in order to afford a present.",0
911232,o_2999933,"There are many differences in The Gift of the Magi, by O. Henry and The Diamond Necklace, by Guy de Maupassant, there are also various similarities.n The Gift of the Magi we know that Della is trying to by a Christmas gift for Jim. “One dollar and eighty seven cent. And the next day would be Christmas” (Henry, 1906). In The Diamond Necklace, we are left to draw the conclusion that it is winter with the date of the ball being January 18th.",1
911232,o_6928655,"Della sells her hair. The conflict is supposedly the moment where the problem in the story appears, but this story began right from the first with a problem. In Gift of the Magi the point of conflict actually solves the first problem and replaces it with a second.",2
914916,o_8129165,"Popcorn lung, or popcorn workers' lung, is officially known as bronchiolitis obliterans. It may also be referred to as constrictive bronchiolitis. It is a rare fixed obstructive lung disease where granulation tissue, or scar tissue, gradually obstructs the bronchioles, or airways.",0
914916,o_3253278,"Tissues that make up the lungs include bronchioles, epithelial cells, smooth muscle cells and alveoli, according to Centre of the Cell. Many of the lungs' tissues consist of several different cell types. Continue Reading.",1
914916,o_3253279,"Tissues that make up the lungs include bronchioles, epithelial cells, smooth muscle cells and alveoli, according to Centre of the Cell. Many of the lungs' tissues consist of several different cell types. Keep Learning.",2
938400,o_3088754,"about Celebrity Family Feud. Celebrity Family Feud, a primetime celebrity version of Family Feud, is based on one of television's most popular and enduring game show formats. The six-episode special series will feature fan-favorite celebrities competing with their families for charity on the famous stage of Family Feud.",0
938400,o_47286,When will Celebrity Family Feud Season 3 start? Looking for the premiere date for Celebrity Family Feud Season 3? We continuously monitor the official release date for Celebrity Family Feud Season 3. Stay tuned for the latest Celebrity Family Feud air-date information.,1
938400,o_7313619,Family Feud Trivia Questions And Answers About The TV Game Show. What is Family Feud? A: Family Feud is an American game show in which two families compete against each other in a contest to name the most popular responses to a survey question posed to 100 people. Who created Family Feud? A: The show was created by Mark Goodson and Bill Todman .,2
940547,o_2625173,"That was the beginning of a flood of tunes that worked “rock” into the title, such as Bill Haley’s “Rock-a-Beatin’ Boogie” (1952), which contained the deathless words “Rock, rock, rock, everybody/Roll, roll, roll, everybody.”",0
940547,o_4664999,"However, the beginnings of rock 'n' roll must also be attributed to the influence of black culture and music. The blues had an illegitimate baby and we named it rock 'n' roll, Little Richard, one of the originators of rock 'n' roll as we know it, once said, according to RealClearHistory.",1
940547,o_8772074,"It's beginnings. Rock and Roll music did not exist all until the. 1950's. Much of the music that existed before was 'Classical', Folk, Jazz, Blues or Big Band. Rock'n' Roll was crucial to the emergence of teenagers as a social group.",2
997622,o_73465,"‘Shameless’ filming in Chicago next week, Extras needed. According to a new casting call, Shameless will return to Chicago next week for a five day shoot. The show is primarily filmed in Los Angeles but they spend a week or two each season filming ..",0
997622,o_5430574,"Shameless may refer to: Television and cinema. Shameless (UK TV series), a UK television series which ran from 2004 to 2013 Shameless (U.S. TV series), a U.S. remake of the UK version; Shameless, an HBO special by Louis C.K. Shameless, Czech film; Shameless, Polish film; The Shameless, 2015 South Korean film; Music",1
997622,o_4543865,"‘Shameless’ filming in Chicago next week, Extras needed. According to a new casting call, Shameless will return to Chicago next week for a five day shoot. The show is primarily filmed in Los Angeles but they spend a week or two each season filming .. According to a new casting call, Shameless will return to Chicago next week for a five day shoot.",2
