qid,docno,text,rank
19335,o_7267248,"Define anthropological. anthropological synonyms, anthropological pronunciation, anthropological translation, English dictionary definition of anthropological. n. 1. The scientific study of the origin, the behavior, and the physical, social, and cultural development of humans. 2. That part of Christian theology...",1
19335,o_8412687,"Welcome to the Journal of Ecological Anthropology. The Journal of Ecological Anthropology (JEA), ISSN 1528-6509, is a double-blind peer-reviewed interdisciplinary forum for innovative exploration of the interface between humans and their sociocultural and biophysical environments.elcome to the Journal of Ecological Anthropology. The Journal of Ecological Anthropology (JEA), ISSN 1528-6509, is a double-blind peer-reviewed interdisciplinary forum for innovative exploration of the interface between humans and their sociocultural and biophysical environments.",2
47923,o_5032362,What is the term used to describe the rounded areas on the ends of the axon terminals? a) synaptic vesicles Incorrect. Synaptic vesicles are structures within the synaptic knobs. b) axons c) dendrites d) synaptic knobs Correct. Synaptic knobs are located at the tip of each axon terminal.,0
47923,o_8641107,Axons usually have thousands of terminal branches that each end as a bulbous enlargement called a synaptic knob or synaptic terminal. Synaptic knobs contain several membrane-bounded synaptic vesicles that are 40 to 100 nanometers in diameter.,1
47923,o_1868437,"The dendrites don’t have terminating knobs at the end of it. The axons are what conduct action potentials away from the cell body. The axon is not an axon because it’s long, it’s an axon because of the existence of synaptic knobs at the axon terminals. When the axon conducts action potentials away from the cell body and the signal goes to the synaptic knob, it’s going to release a neurotransmitter in response to the electrical signal.",2
405717,o_6654655,"CDG PARIS AIRPORT SHUTTLE. Do not lose your time on your arrival to CDG Paris. Airport-Shuttle offers automobiles with drivers specialized in the door-to-door transport of passengers between Paris airports (CDG, ORY and BVA) and Paris hotels.",0
405717,o_7447941,"cdg, Paris Charles de Gaulle Airport, Paris, France weather text for Thu 20th April. The cdg, Paris Charles de Gaulle Airport, Paris, France weather is going to be sunny. cdg, Paris Charles de Gaulle Airport, Paris, France visibility is going to be around 20 km i.e. 12 miles and an atmospheric pressure of 1035 mb.",1
405717,o_8433858,Charles de Gaulle Airport (CDG) to Paris by Train. This is an overview of how to travel from Charles de Gaulle-CDG Airport to Central Paris by city train (RER B). For instructions in the opposite direction see Paris to Airport CDG by Train. For step-by-step photo instructions see Terminal 2 to Paris by train or Terminal 1 to Paris by train.,2
182539,o_57444,"To solidify our understanding of what a monotonic function is, let's consider what a non-monotonic function is. A non-monotonic function is a function that is increasing and decreasing on different intervals of its domain. For example, consider our initial example f(x) equals x 2.",0
182539,o_57443,Monotonic Function. Monotonic functions are the functions which maintained the order of functions value. As we all know that the variation in independent value also make the variation in functions value. A suitable example for this is monotonic functions or linear polynomials. The monotonic functions maintains the straight line in linear programming graph. This is also called the monotonic nature over the domain and real numbers. A monotonic function increases and decreases over the interval.,1
182539,o_57447,"Montonic Function. When a function is increasing on its entire domain or decreasing on its entire domain, we say that the function is strictly monotonic, and we call it a monotonic function. For example, consider the function g(x) equals x 3: Notice the graph of g is increasing everywhere. Therefore, this is a monotonic function.",2
1113437,o_8128798,"The Blue Spruce is the state tree of Colorado and Utah, plus the U.S. National Christmas Tree is also a Blue Spruce. Description Spruce trees are large, with some species maturing up to 200 feet tall.",0
1113437,o_8128790,"The Norway Spruce, a European native, was probably the original Christmas tree. The Blue Spruce is the state tree of Colorado and Utah, plus the U.S. National Christmas Tree is also a Blue Spruce. Description . Spruce trees are large, with some species maturing up to 200 feet tall. They have a strongly conical shape, especially when they are young.",1
1113437,o_6021898,"Baby Blue Eyes Colorado Spruce. Product Description. Baby Blue Eyes Spruce is a conical-shaped, fully branched selection of Colorado Spruce with a uniform growth habit and intense blue needles. On the average it will grow upward about 8 inches per year compared to some Colorado Spruce that can grow as much as 12 to 18 inches upward per year. *Nickname.",2
1129237,o_128984,"Hydrogen gas has the molecular formula H 2. At room temperature and under standard pressure conditions, hydrogen is a gas that is tasteless, odorless and colorless. Hydrogen can exist as a liquid under high pressure and an extremely low temperature of 20.28 kelvin (−252.87°C, −423.17 °F). Hydrogen is often stored in this way as liquid hydrogen takes up less space than hydrogen in its normal gas form. Liquid hydrogen is also used as a rocket fuel.",0
1129237,o_2697752,"Hydrogen's state of matter is gas at standard conditions of temperature and pressure. Hydrogen condenses into a liquid or freezes solid at extremely cold... Hydrogen's state of matter is gas at standard conditions of temperature and pressure. Hydrogen condenses into a liquid or freezes solid at extremely cold temperatures. Hydrogen's state of matter can change when the temperature changes, becoming a liquid at temperatures between minus 423.18 and minus 434.49 degrees Fahrenheit. It becomes a solid at temperatures below minus 434.49 F.Due to its high flammability, hydrogen gas is commonly used in combustion reactions, such as in rocket and automobile fuels.",1
1129237,o_7911557,What is the temperature of the gas turn to liquid? Every gas has a different liquidation temperature based on what element it is. Hydrogen has a liquidation point of 423.17 degrees below zero F.,2
146187,o_8434623,"There is a discernible difference between the two burgers, especially in the meat quality. The McDouble contains gristle and carry's a different flavor than the Double Cheeseburger. The double cheeseburger tastes more like beef. The McDouble tastes of whatever meat filler they use to fill the gap.",0
146187,o_8434626,"But I did it for you. With McDonald's recent release of the McDouble, they now have three basic, sub-$2 cheeseburgers: the cheeseburger, McDouble (two patties with one slice of cheese), and double cheeseburger (two patties with two slices of cheese).",1
146187,o_8434622,"Although we previously reported that the McDouble would be on the Dollar Menu, in Manhattan the cheeseburger appears on the Dollar Menu while the McDouble is $1.39 and the double cheeseburger is $1.49.",2
