qid,docno,text,rank
555530,o_6485976,"#1 Food to Lower Cholesterol. The best food for cholesterol is oats. With over 50 years of research, oats are the most trusted way to lower cholesterol naturally. But eating oatmeal everyday, throughout the day, can be tough. Few can tolerate eating oats consistently enough to enjoy the full benefit of lowering cholesterol naturally.",1
555530,o_338636,"To help you start, we’ve listed the top 10 foods that help you lower cholesterol – but remember, they only work when combined with an active and healthy lifestyle! 1. Soy. Soy beans are one of the best things you can eat to reduce your cholesterol.",2
583468,o_1675562,"Carvedilol is used for: Treating high blood pressure or certain types of heart failure. It may also be used after a heart attack to improve survival in certain patients. It may be used along with other medicines. It may also be used for other conditions as determined by your doctor. Carvedilol is an alpha- and beta-blocker. It works by relaxing the blood vessels, slowing down the heart, and decreasing the amount of blood it pumps out. This decreases blood pressure, helps the heart pump more efficiently, and reduces the workload on the heart. you are allergic to any ingredient in carvedilol.",0
583468,o_3466607,"Carvedilol is usually used to help lower blood pressure in people with hypertension, or as an additional treatment for people with heart failure. As a result of the way it works, reducing the heart rate and blood pressure, carvedilol is a good option for people with high blood pressure to reduce the load on the heart.",1
583468,o_7450725,"Carvedilol is used very often for specific cases of congestive heart failure, high blood pressure, and treatment after a heart attack. Carvedilol is a beta blocker used to treat, but not cure, congestive heart failure. Beta blockers lessen the work that the heart has to do and, by doing so, help maintain a regular heartbeat. In this way, carvedilol helps to lessen the progression and symptoms of congestive heart failure.",2
640502,o_598202,"No: There are no such foods such as that. If your TSH level is low, that means your thyroid is overproducing thyroid hormone and that could be a goiter or other thyroid disease-you definitely need that checked and treated. If your thyroid hormone is low, then your TSH would be high.",0
640502,o_6730887,"Low TSH Levels: What They Can Mean. Low TSH can indicate that there's an abundance of thyroid hormone being produced by the thyroid gland, so the pituitary gland sees no need to release TSH.",1
640502,o_418508,What does a Low TSH Mean? Your thyroid gland is producing too much of the thyroid hormone which signals to your brain to stop producing anymore. Individuals who suffer from low TSH levels and high levels of T3 and T4 (the thyroid hormones) have a condition that is commonly referred to as hyperthyroidism.,2
67316,o_6680964,"1 A temperature above 103F (39.50C) during early weeks of pregnancy (usually the first trimester) may be responsible for a miscarriage, spinal cord or mental defects in the baby.  Fever in early pregnancy may cause more harm than fever in late pregnancy.",0
67316,o_7112302,"It's not normal to have cramping during pregnancy with pain that's severe, persistent, or accompanied by other symptoms, such as nausea, vomiting, vaginal bleeding, headache, or fever. Pain with cramps and vaginal bleeding in early pregnancy can be a sign of ectopic pregnancy or miscarriage.",1
67316,o_4163707,"Miscarriage: Bleeding can be a sign of miscarriage, but does not mean that miscarriage is imminent. Studies show that anywhere from 20-30% of women experience some degree of bleeding in early pregnancy. Approximately half of pregnant women who bleed do not have miscarriages. Approximately 15-20% of all pregnancies result in a miscarriage, and the majority occur during the first 12 weeks. Signs of Miscarriage include:",2
673670,o_7257302,alms. 1  1 : something (such as money or food) given freely to relieve the poor distributing alms to the needy. 2  2 archaic : charity.,0
673670,o_7257301,Define alms: something (such as money or food) given freely to relieve the poor; charity — alms in a sentence something (such as money or food) given freely to relieve the poor; charity… See the full definition,1
673670,o_1954745,"Capabilities > ALMS. The Army Learning Management System (ALMS) is a Web-based information system that delivers training to Soldiers, manages training information, provides training collaboration, scheduling, and career planning capabilities in both resident and non-resident training environments.",2
701453,o_688614,A statutory deed generally is a deed whose format is defined by a state statute. The following is an example of a state statute dealing with statutory deeds: 93.850. (1) Warranty deeds may be in the following form:,0
701453,o_688615,"Statutory Deed Law and Legal Definition. A statutory deed generally is a deed whose format is defined by a state statute. 93.850. The true consideration for this conveyance is $___. Dated this ___ day of ___, 19__. (a) It shall convey the entire interest in the described property at the date of the deed which the deed purports to convey.",1
701453,o_4330679,statutory deed law legal definition a statutory deed generally is a deed whose format is defined by a state statute the following is an example of a state statute dealing with statutory deeds 93 8501 warranty deeds may be in the following formtatutory deed law legal definition a statutory deed generally is a deed whose format is defined by a state statute the following is an example of a state statute dealing with statutory deeds 93 850,2
730539,o_2666444,"The chronometer is an instrument that accurately measures time. The first one invented was a marine chronometer, and it was created out of the necessity to have an accurate timekeeper for sea travel. John Harrison, a British clockmaker, invented this device in 1737.",0
730539,o_8577877,"The term chronometer was coined by Jeremy Thacker of Beverley, England in 1714, referring to his invention of a clock ensconced in a vacuum chamber. The term chronometer is also used to describe a marine chronometer used for celestial navigation and determination of longitude. The marine chronometer was invented by John Harrison in 1730. This was the first of a series of chronometers that enabled accurate marine navigation. From then on, an accurate chronometer was essential to deep sea marine or air navigation out of sight of land.",1
730539,o_8276218,"The term chronometer is also used to describe a marine chronometer used for celestial navigation and determination of longitude. The marine chronometer was invented by John Harrison in 1730. This was the first of a series of chronometers that enabled accurate marine navigation. From then on, an accurate chronometer was essential to deep sea marine or air navigation out of sight of land.",2
768208,o_52157,"Mamey, known sometimes as mamey sapote or just sapote, is a type of tropical fruit native to the Caribbean and Central America. It is cultivated in tropical regions in the Americas including Southern Florida, and is very popular among many Caribbean and Central American peoples.",0
768208,o_52158,"Another possibility for the definition of a mamey is a different type of fruit known as Mammea American, or simply mamey. This fruit differs as it is generally larger, more round, and found on taller trees than the sapote version of the fruit.",1
768208,o_52162,"Historical Examples. 1  The little girl, mamey, mamey, der is doi Rawngas avelin accai atch a pray. 2  mamey (as generally descriptive of her bearing), Mild Glo'ster. 3  The mammee, or mamey, is an odd fruit, growing on high trees.  mamey calls to me—to—say—good-night—and say my prayers, she panted, and then dropped back.",2
877809,o_1550613,"The Many Different Materials Used in Hip Replacement Devices. Hip replacement devices break into a few big categories: Metal on Metal (MOM) – These are what they sound like. Both the socket and the ball are made of stainless steel, titanium, chromium, cobalt or some combination of these.",0
877809,o_4888929,"Metal and Plastic Implants. A prosthetic made of metal and plastic are the most commonly used hip replacement implants. Both the ball and the socket of the hip joint are replaced with a metal implant, and a plastic spacer is placed in between. The most commonly used metals used include titanium and stainless steel.",1
877809,o_1550610,"A prosthetic made of metal and plastic are the most commonly used hip replacement implants. Both the ball and the socket of the hip joint are replaced with a metal implant, and a plastic spacer is placed in between. The most commonly used metals used include titanium and stainless steel.",2
911232,o_8816622,"What internal conflict occurs for both Jim and della in the gift of the magi? Neither of these financially-struggling newlyweds can afford a meaningful Christmas gift for the other, so each -- independently -- is faced with the need to sell off their mo…st prized possession in order to afford a present.",0
911232,o_8816620,"Della sells her hair. The conflict is supposedly the moment where the problem in the story appears, but this story began right from the first with a problem. In Gift of the Magi the point of conflict actually solves the first problem and replaces it with a second. By selling her hair, Della gets the money to buy Jim a great present, eliminating the first problem through decisive action.",1
911232,o_6928655,"Della sells her hair. The conflict is supposedly the moment where the problem in the story appears, but this story began right from the first with a problem. In Gift of the Magi the point of conflict actually solves the first problem and replaces it with a second.",2
914916,o_1194685,"The main function of the bronchi and bronchioles is to carry air from the trachea into the lungs. Smooth muscle tissue in their walls helps to regulate airflow into the lungs. When greater volumes of air are required by the body, such as during exercise, the smooth muscle relaxes to dilate the bronchi and bronchioles.he main function of the bronchi and bronchioles is to carry air from the trachea into the lungs. Smooth muscle tissue in their walls helps to regulate airflow into the lungs. When greater volumes of air are required by the body, such as during exercise, the smooth muscle relaxes to dilate the bronchi and bronchioles.",0
914916,o_8348854,"bronchiolitis fibro´sa obli€´terans chronic bronchiolitis with ingrowth of connective tissue from the wall of the terminal bronchi and occlusion of their lumina; it may be a complication of connective tissue disease or heart-lung transplant, and in children it may follow an acute attack of bronchiolitis or pneumonia.",1
914916,o_3573852,"The main function of the bronchi and bronchioles is to carry air from the trachea into the lungs. Smooth muscle tissue in their walls helps to regulate airflow into the lungs. When greater volumes of air are required by the body, such as during exercise, the smooth muscle relaxes to dilate the bronchi and bronchioles.",2
938400,o_47290,"Celebrity Family Feud Season 3 release date – June 26, 2016. The series originally premiered on June 24, 2008. Celebrity Family Feud, a primetime celebrity version of Family Feud, is based on one of television’s most popular and enduring game show formats. The six-episode special series will feature fan-favorite celebrities competing with their families for charity on the famous stage of Family Feud.",0
938400,o_47281,"About Celebrity Family Feud. The series originally premiered on June 24, 2008. Celebrity Family Feud, a primetime celebrity version of Family Feud, is based on one of television’s most popular and enduring game show formats.",1
938400,o_7313622,"In addition to the home games, a DVD set titled All-Star Family Feud was released on January 8, 2008 and featured a total of 15 celebrity episodes from the original ABC/syndicated versions on its four discs. It was re-issued as The Best of All-Star Family Feud on February 2, 2010.",2
940547,o_61068,"How Did Rock & Roll Music Begin? Rock & roll music began in the 1950s. It was a fusion of different musical styles from across America--blues, gospel, jazz, rhythm & blues, country and swing. The social and economic changes that took place in America during and just after the Second World War contributed to its birth.",0
940547,o_2667350,Join us! When did pop music and rock and roll first begin? 1744 1803 1912 Scholars have not been able to agree on a particular point; many point to the 1950s. Answers.,1
940547,o_4696640,"Rock 'n' roll originated from the evolution of rhythm and blues. The term rock and roll was coined by Alan Fried, a Cleveland, Ohio USA disc jockey.   Although difficult t…o nail down to an exact year, it is safe to say that rock and roll began in the mid fifties in the United States.",2
997622,o_4543867,"The Showtime series Shameless, which is primarily filmed in Los Angeles, is headed back to Chicago next week to film exterior scenes for the upcoming season. 4 Star Casting is currently looki.. 1  Chicago. 2  Daily Filming Locations.",0
997622,o_73465,"‘Shameless’ filming in Chicago next week, Extras needed. According to a new casting call, Shameless will return to Chicago next week for a five day shoot. The show is primarily filmed in Los Angeles but they spend a week or two each season filming ..",1
997622,o_8813537,"The Showtime series Shameless, which is primarily filmed in Los Angeles, is headed to Chicago later this month to shoot some exterior scenes and they are looking for extras. Atmosphere Casti..",2
